season,team,offensive_plays,offensive_epa,successful_plays,interceptions,fumbles_lost,offensive_turnovers,red_zone_trips,red_zone_td,EPA_per_play_off,Success_rate_off,Turnover_rate_off,RedZone_TD_pct_off,defensive_plays,defensive_epa_allowed,dropbacks_faced,pressures,takeaways,third_down_plays,third_down_stops,Def_EPA_per_play,Pressure_rate_def,Takeaway_rate_def,Third_down_stop_rate_def,third_down_attempts,third_down_conversions,penalties,penalty_yards,Third_down_conv_pct,games_played,close_games,close_game_wins,Close_game_win_pct,Penalty_yards_per_game,qb_epa,qb_dropbacks,qb_turnovers,sacks_taken,pressures_faced,QB_EPA_per_play,QB_turnover_rate,Pressure_to_sack_rate
2005,DET,949,-112.48644194984149,355,18.0,10.0,28.0,36,18,-0.11853155105357376,0.37407797681770283,0.029504741833508957,0.5,996,-23.9907943896466,517,31,31,207,124,-0.02408714296149257,0.059961315280464215,0.03112449799196787,0.5990338164251208,223,90,20.0,168.0,0.40358744394618834,16.0,8.0,3.0,0.375,10.5,-49.62866341522293,353,20,23.0,23,-0.1405911144907165,0.056657223796033995,1.0
2005,GB,1047,-71.86780535739334,436,30.0,12.0,42.0,47,23,-0.06864164790581981,0.4164278892072588,0.04011461318051576,0.48936170212765956,955,-68.45759295799743,466,36,21,203,128,-0.07168334341151564,0.07725321888412018,0.02198952879581152,0.6305418719211823,220,94,22.0,258.0,0.42727272727272725,16.0,11.0,3.0,0.2727272727272727,16.125,-4.111170898440024,633,36,24.0,24,-0.006494740755829422,0.05687203791469194,1.0
2005,HOU,949,-90.4516850552153,380,13.0,9.0,22.0,41,16,-0.09531262914142813,0.40042149631190727,0.023182297154899896,0.3902439024390244,992,117.54865693250599,505,37,14,195,120,0.11849662997228426,0.07326732673267326,0.014112903225806451,0.6153846153846154,218,79,13.0,162.0,0.3623853211009174,16.0,7.0,1.0,0.14285714285714285,10.125,-67.19119457787598,490,17,68.0,68,-0.13712488689362445,0.03469387755102041,1.0
2005,IND,1032,185.72441282460719,517,11.0,5.0,16.0,63,39,0.17996551630291394,0.500968992248062,0.015503875968992248,0.6190476190476191,1017,-53.210007684044584,579,47,32,221,135,-0.05232055819473411,0.08117443868739206,0.03146509341199607,0.6108597285067874,199,94,12.0,122.0,0.4723618090452261,17.0,6.0,5.0,0.8333333333333334,7.176470588235294,178.8914185430848,515,12,22.0,22,0.3473619777535627,0.02330097087378641,1.0
2005,JAX,1062,1.375020634290002,440,7.0,11.0,18.0,49,29,0.0012947463599717532,0.4143126177024482,0.01694915254237288,0.5918367346938775,1012,-60.251245879447694,559,50,26,218,144,-0.059536804228703256,0.08944543828264759,0.025691699604743084,0.6605504587155964,236,95,24.0,274.0,0.4025423728813559,17.0,11.0,8.0,0.7272727272727273,16.11764705882353,7.8627864367263465,358,12,27.0,27,0.021963090605380858,0.0335195530726257,1.0
2005,KC,1042,100.8184088095546,476,10.0,11.0,21.0,55,30,0.09675471094966852,0.45681381957773515,0.02015355086372361,0.5454545454545454,966,3.176752312254246,590,28,28,204,126,0.0032885634702424908,0.04745762711864407,0.028985507246376812,0.6176470588235294,209,91,20.0,217.0,0.4354066985645933,16.0,7.0,4.0,0.5714285714285714,13.5625,66.62596360978316,538,17,32.0,32,0.1238400810590765,0.031598513011152414,1.0
2005,LA,1021,-30.372558292483,447,24.0,13.0,37.0,51,24,-0.029747853371677766,0.43780607247796277,0.03623898139079334,0.47058823529411764,990,46.48821929202127,547,41,24,198,115,0.04695779726466795,0.07495429616087751,0.024242424242424242,0.5808080808080808,209,78,9.0,108.0,0.37320574162679426,,,,,,42.100827478781575,313,12,26.0,26,0.13450743603444593,0.038338658146964855,1.0
2005,LAC,1017,88.52919645480499,454,16.0,8.0,24.0,53,37,0.08704935737935594,0.4464110127826942,0.02359882005899705,0.6981132075471698,990,-22.587249250277296,611,46,20,211,130,-0.02281540328310838,0.07528641571194762,0.020202020202020204,0.6161137440758294,208,88,17.0,198.0,0.4230769230769231,,,,,,53.97086321426057,524,23,27.0,27,0.10299783056156597,0.04389312977099236,1.0
2005,LV,994,-28.703596108682333,401,15.0,6.0,21.0,46,23,-0.028876857252195506,0.403420523138833,0.02112676056338028,0.5,1018,29.440763303568787,522,36,19,223,127,0.028920199708810202,0.06896551724137931,0.018664047151277015,0.5695067264573991,215,88,8.0,92.0,0.40930232558139534,,,,,,10.754668446997176,605,15,37.0,37,0.01777631148263996,0.024793388429752067,1.0
2005,MIA,1013,-50.17561629432083,407,16.0,14.0,30.0,54,21,-0.049531704140494404,0.40177690029615004,0.029615004935834157,0.3888888888888889,1069,-56.05707380089224,596,49,26,237,142,-0.05243879682029209,0.08221476510067115,0.02432179607109448,0.5991561181434599,224,80,15.0,175.0,0.35714285714285715,16.0,8.0,5.0,0.625,10.9375,-26.1845580972569,516,21,26.0,26,-0.05074526763034283,0.040697674418604654,1.0
2005,MIN,933,-78.81714974572903,366,16.0,11.0,27.0,49,23,-0.08447711655490785,0.39228295819935693,0.028938906752411574,0.46938775510204084,1016,-43.790578736720114,566,33,30,218,122,-0.04310096332354342,0.05830388692579505,0.02952755905511811,0.5596330275229358,194,64,13.0,156.0,0.32989690721649484,16.0,5.0,4.0,0.8,9.75,2.775748924229476,314,7,23.0,23,0.008839964726845466,0.022292993630573247,1.0
2005,NE,1138,77.3397791481449,496,17.0,10.0,27.0,62,40,0.06796114160645422,0.4358523725834798,0.023725834797891036,0.6451612903225806,1107,-0.5038211788263323,635,40,20,242,145,-0.0004551230161032812,0.06299212598425197,0.018066847335140017,0.5991735537190083,244,103,16.0,165.0,0.42213114754098363,18.0,7.0,5.0,0.7142857142857143,9.166666666666666,112.0933010493644,624,21,30.0,30,0.17963670039962243,0.03365384615384615,1.0
2005,NO,1007,-119.50460180701211,401,24.0,13.0,37.0,41,17,-0.11867388461470914,0.39821251241310823,0.036742800397219465,0.4146341463414634,931,28.22353632832875,444,26,18,217,128,0.030315291437517454,0.05855855855855856,0.01933404940923738,0.5898617511520737,210,85,19.0,220.0,0.40476190476190477,16.0,7.0,2.0,0.2857142857142857,13.75,-23.453777502690215,460,22,33.0,33,-0.05098647283193525,0.04782608695652174,1.0
2005,NYG,1078,26.73514620927271,452,20.0,7.0,27.0,59,31,0.02480069221639398,0.41929499072356213,0.02504638218923933,0.5254237288135594,1108,-49.52033368888685,643,45,34,248,147,-0.04469344195747911,0.06998444790046657,0.030685920577617327,0.592741935483871,233,91,16.0,184.0,0.3905579399141631,17.0,6.0,3.0,0.5,10.823529411764707,19.341517911274483,608,25,31.0,31,0.03181170709091198,0.04111842105263158,1.0
2005,NYJ,906,-133.12935861466767,355,15.0,13.0,28.0,44,17,-0.14694189692568174,0.39183222958057395,0.03090507726269316,0.38636363636363635,1023,-0.03635010149698781,491,31,28,209,121,-3.553284603811125e-05,0.06313645621181263,0.02737047898338221,0.5789473684210527,204,72,10.0,87.0,0.35294117647058826,16.0,6.0,2.0,0.3333333333333333,5.4375,-58.622628129401704,300,9,33.0,33,-0.195408760431339,0.03,1.0
2005,PHI,1014,-116.76419358202745,396,20.0,12.0,32.0,43,22,-0.11515206467655567,0.3905325443786982,0.03155818540433925,0.5116279069767442,1025,-38.10343545225662,531,29,24,230,148,-0.037174083368055236,0.054613935969868174,0.023414634146341463,0.6434782608695652,219,72,14.0,139.0,0.3287671232876712,16.0,10.0,5.0,0.5,8.6875,13.488067675135271,375,12,19.0,19,0.03596818046702739,0.032,1.0
2005,PIT,1175,79.53398875591951,503,17.0,7.0,24.0,73,46,0.06768850106886767,0.4280851063829787,0.020425531914893616,0.6301369863013698,1246,-94.58080265192613,768,62,34,288,171,-0.07590754626960364,0.08072916666666667,0.027287319422150885,0.59375,244,99,20.0,227.0,0.4057377049180328,20.0,7.0,3.0,0.42857142857142855,11.35,107.39640462770214,390,14,29.0,29,0.27537539648128756,0.035897435897435895,1.0
2005,SEA,1213,157.32027990135563,582,12.0,5.0,17.0,67,49,0.1296952018972429,0.47980214344600164,0.014014839241549877,0.7313432835820896,1204,-85.2503943972622,720,54,31,277,173,-0.07080597541300847,0.075,0.02574750830564784,0.6245487364620939,239,97,19.0,199.0,0.40585774058577406,19.0,8.0,6.0,0.75,10.473684210526315,106.53278034038071,580,14,28.0,28,0.183677207483415,0.02413793103448276,1.0
2005,SF,859,-186.8282455473128,286,21.0,11.0,32.0,26,11,-0.21749504720292526,0.3329452852153667,0.037252619324796274,0.4230769230769231,1067,89.2871456139375,607,28,22,219,127,0.08368054884155342,0.04612850082372323,0.020618556701030927,0.5799086757990868,203,51,10.0,115.0,0.2512315270935961,16.0,9.0,4.0,0.4444444444444444,7.1875,-88.7120140180006,194,14,29.0,29,-0.45727842277319897,0.07216494845360824,1.0
2005,TB,1032,-85.35369902259573,411,16.0,9.0,25.0,41,23,-0.0827070726963137,0.39825581395348836,0.02422480620155039,0.5609756097560976,989,-115.19670866630835,527,37,29,226,145,-0.11647796629555951,0.07020872865275142,0.029322548028311426,0.6415929203539823,232,94,16.0,165.0,0.4051724137931034,17.0,10.0,6.0,0.6,9.705882352941176,-41.52066088401573,379,13,31.0,31,-0.10955319494463255,0.03430079155672823,1.0
2005,TEN,1009,-112.76608866668332,409,14.0,12.0,26.0,47,24,-0.1117602464486455,0.4053518334985134,0.02576808721506442,0.5106382978723404,947,52.07211127884292,512,41,19,200,127,0.054986389945979854,0.080078125,0.02006335797254488,0.635,217,79,13.0,111.0,0.3640552995391705,16.0,6.0,1.0,0.16666666666666666,6.9375,-19.434898643744518,491,17,20.0,20,-0.03958227829683201,0.034623217922606926,1.0
2005,WAS,1133,-13.001487472521678,450,12.0,15.0,27.0,54,32,-0.011475275792163881,0.3971756398940865,0.02383053839364519,0.5925925925925926,1094,-81.17152011728427,635,38,31,249,154,-0.0741970019353604,0.05984251968503937,0.0283363802559415,0.6184738955823293,258,106,15.0,155.0,0.4108527131782946,18.0,11.0,6.0,0.5454545454545454,8.61111111111111,15.493493405870021,538,18,31.0,31,0.028798314880799297,0.03345724907063197,1.0
2006,ARI,984,-54.203281885199026,406,17.0,10.0,27.0,52,25,-0.05508463606219413,0.41260162601626016,0.027439024390243903,0.4807692307692308,1004,-49.117710539590675,557,71,33,199,116,-0.04892202244979151,0.12746858168761221,0.03286852589641434,0.5829145728643216,210,83,17.0,204.0,0.3952380952380952,16.0,9.0,4.0,0.4444444444444444,12.75,-0.5058637266814716,390,14,20.0,35,-0.0012970864786704401,0.035897435897435895,0.5714285714285714
2006,ATL,995,-50.51961792558271,396,15.0,5.0,20.0,45,21,-0.05077348535234443,0.39798994974874374,0.020100502512562814,0.4666666666666667,986,-22.81010222154705,549,64,24,208,120,-0.023133977912319525,0.11657559198542805,0.02434077079107505,0.5769230769230769,219,80,15.0,172.0,0.365296803652968,16.0,5.0,2.0,0.4,10.75,-72.73827935915938,434,15,45.0,70,-0.16759972202571286,0.03456221198156682,0.6428571428571429
2006,BAL,1033,-34.72094430951276,407,16.0,10.0,26.0,52,23,-0.033611756349963946,0.39399806389157793,0.02516940948693127,0.4423076923076923,993,-232.29898640679897,601,113,41,225,154,-0.23393654220221446,0.18801996672212978,0.041289023162134945,0.6844444444444444,237,98,9.0,101.0,0.41350210970464135,17.0,6.0,4.0,0.6666666666666666,5.9411764705882355,12.070938943633152,508,19,16.0,67,0.023761690833923526,0.03740157480314961,0.23880597014925373
2006,BUF,894,-85.05681747873884,368,14.0,15.0,29.0,33,15,-0.09514185400306358,0.4116331096196868,0.03243847874720358,0.45454545454545453,1014,-37.11953744808954,549,71,22,215,132,-0.03660703890344136,0.12932604735883424,0.021696252465483234,0.6139534883720931,200,65,13.0,133.0,0.325,16.0,9.0,3.0,0.3333333333333333,8.3125,-25.62613990182625,475,24,47.0,81,-0.05394976821437105,0.05052631578947368,0.5802469135802469
2006,CAR,979,-80.60610382331248,397,17.0,8.0,25.0,33,16,-0.08233514180113634,0.40551583248212464,0.02553626149131767,0.48484848484848486,975,-56.308111258154646,541,77,21,220,150,-0.05775190898272271,0.1423290203327172,0.021538461538461538,0.6818181818181818,206,66,19.0,191.0,0.32038834951456313,16.0,9.0,5.0,0.5555555555555556,11.9375,-5.832337872591228,453,16,22.0,45,-0.012874918041040238,0.03532008830022075,0.4888888888888889
2006,CHI,1213,-89.76318776455442,478,25.0,13.0,38.0,60,30,-0.07400097919584041,0.39406430338004944,0.031327287716405604,0.5,1219,-187.57414755803785,739,100,48,282,188,-0.15387542867763565,0.13531799729364005,0.03937653814602133,0.6666666666666666,273,101,19.0,212.0,0.36996336996337,19.0,6.0,5.0,0.8333333333333334,11.157894736842104,-72.54103122610738,596,30,25.0,70,-0.12171313964111977,0.050335570469798654,0.35714285714285715
2006,CIN,977,31.93080497711281,437,13.0,10.0,23.0,51,30,0.03268250253542765,0.44728761514841353,0.02354145342886387,0.5882352941176471,1023,24.05587361884574,586,80,27,209,121,0.02351502797541128,0.13651877133105803,0.026392961876832845,0.5789473684210527,200,74,10.0,89.0,0.37,16.0,9.0,3.0,0.3333333333333333,5.5625,59.48307997123996,552,21,36.0,83,0.1077592028464492,0.03804347826086957,0.43373493975903615
2006,CLE,926,-187.63452195235845,352,25.0,15.0,40.0,39,18,-0.20262907338267652,0.3801295896328294,0.04319654427645788,0.46153846153846156,1024,-3.862489525649319,532,79,27,227,125,-0.003771962427391913,0.14849624060150377,0.0263671875,0.5506607929515418,207,71,12.0,141.0,0.34299516908212563,16.0,10.0,4.0,0.4,8.8125,-86.20219661530676,433,23,44.0,80,-0.1990812854856969,0.053117782909930716,0.55
2006,DAL,1064,69.42475912631394,477,21.0,8.0,29.0,59,38,0.06524883376533265,0.4483082706766917,0.02725563909774436,0.6440677966101694,1031,-24.468525414759945,580,62,30,226,126,-0.023732808355732247,0.10689655172413794,0.029097963142580018,0.5575221238938053,217,103,25.0,274.0,0.47465437788018433,17.0,6.0,2.0,0.3333333333333333,16.11764705882353,82.78690132631921,391,18,23.0,43,0.21173120543815654,0.04603580562659847,0.5348837209302325
2006,DEN,957,-53.19802130586922,382,18.0,10.0,28.0,43,24,-0.05558831902389678,0.3991640543364681,0.029258098223615466,0.5581395348837209,1012,-63.719694922084386,573,66,27,219,136,-0.06296412541707944,0.11518324607329843,0.0266798418972332,0.6210045662100456,210,81,15.0,163.0,0.38571428571428573,16.0,8.0,3.0,0.375,10.1875,-29.79133824290397,334,16,18.0,43,-0.0891956234817484,0.04790419161676647,0.4186046511627907
2006,DET,956,-112.76060249267972,404,22.0,17.0,39.0,47,21,-0.1179504210174474,0.4225941422594142,0.04079497907949791,0.44680851063829785,1014,22.386062017966573,540,60,28,202,112,0.02207698423862581,0.1111111111111111,0.027613412228796843,0.5544554455445545,187,64,19.0,220.0,0.3422459893048128,16.0,11.0,2.0,0.18181818181818182,13.75,-52.098115019518566,658,33,63.0,91,-0.07917646659501301,0.05015197568389058,0.6923076923076923
2006,GB,1071,-81.92960144710239,423,18.0,14.0,32.0,50,17,-0.07649822730821884,0.3949579831932773,0.029878618113912233,0.34,982,-72.0485965925857,559,99,33,211,140,-0.07336924296597322,0.1771019677996422,0.03360488798370672,0.6635071090047393,238,96,9.0,82.0,0.40336134453781514,16.0,6.0,4.0,0.6666666666666666,5.125,-10.088288335085734,632,24,21.0,64,-0.015962481542857173,0.0379746835443038,0.328125
2006,HOU,946,-60.775739795378875,407,13.0,10.0,23.0,41,24,-0.06424496807122503,0.43023255813953487,0.024312896405919663,0.5853658536585366,963,19.48470766969449,528,55,22,196,107,0.02023334129770975,0.10416666666666667,0.02284527518172378,0.5459183673469388,199,80,17.0,168.0,0.4020100502512563,16.0,8.0,4.0,0.5,10.5,-54.10096904942084,481,19,40.0,57,-0.11247602712977306,0.0395010395010395,0.7017543859649122
2006,IND,1298,149.0240591173164,656,16.0,10.0,26.0,78,48,0.11481052320286317,0.5053929121725732,0.020030816640986132,0.6153846153846154,1155,17.12056211488278,563,84,38,237,136,0.014822997502063014,0.1492007104795737,0.0329004329004329,0.5738396624472574,248,136,15.0,172.0,0.5483870967741935,20.0,12.0,9.0,0.75,8.6,167.87768675192697,728,21,20.0,63,0.23060121806583375,0.028846153846153848,0.31746031746031744
2006,JAX,973,17.431427181925375,414,14.0,7.0,21.0,52,31,0.017915135849871918,0.42548818088386436,0.02158273381294964,0.5961538461538461,964,-100.05453366691822,558,62,25,227,142,-0.10379101002792346,0.1111111111111111,0.025933609958506226,0.6255506607929515,217,89,17.0,208.0,0.41013824884792627,16.0,9.0,2.0,0.2222222222222222,13.0,-28.704395818139908,261,12,20.0,49,-0.10997852803885022,0.04597701149425287,0.40816326530612246
2006,KC,1037,-23.236200744436783,420,14.0,12.0,26.0,51,31,-0.02240713668701715,0.40501446480231434,0.02507232401157184,0.6078431372549019,1060,-23.41864123879588,570,64,31,223,133,-0.022093057772448944,0.11228070175438597,0.029245283018867925,0.5964125560538116,228,90,15.0,186.0,0.39473684210526316,17.0,8.0,5.0,0.625,10.941176470588236,29.27351980285571,261,5,16.0,29,0.11215907970442801,0.019157088122605363,0.5517241379310345
2006,LA,1049,29.254161903653035,467,8.0,8.0,16.0,53,31,0.02788766625705723,0.44518589132507147,0.015252621544327931,0.5849056603773585,949,0.7684571602394747,481,69,30,202,105,0.0008097546472491831,0.14345114345114346,0.03161222339304531,0.5198019801980198,219,85,17.0,235.0,0.3881278538812785,,,,,,42.94395111051977,631,13,49.0,63,0.06805697481857333,0.020602218700475437,0.7777777777777778
2006,LAC,1077,131.41349822770502,481,10.0,5.0,15.0,65,45,0.12201810420399724,0.44661095636026,0.013927576601671309,0.6923076923076923,1054,-82.51608435566396,645,91,31,231,148,-0.0782885050812751,0.14108527131782947,0.029411764705882353,0.6406926406926406,227,98,18.0,227.0,0.43171806167400884,,,,,,75.44756869367646,521,14,31.0,59,0.14481299173450377,0.026871401151631478,0.5254237288135594
2006,LV,944,-252.96087459017997,342,24.0,21.0,45.0,33,9,-0.2679670281675635,0.3622881355932203,0.04766949152542373,0.2727272727272727,961,-66.9389533876693,441,51,22,215,132,-0.06965551861359968,0.11564625850340136,0.022892819979188347,0.6139534883720931,212,78,12.0,136.0,0.36792452830188677,,,,,,-108.06909078038227,321,21,46.0,60,-0.33666383420679835,0.06542056074766354,0.7666666666666667
2006,MIA,1020,-109.75396520913037,421,19.0,5.0,24.0,47,21,-0.107601926675618,0.41274509803921566,0.023529411764705882,0.44680851063829785,994,-104.90807554085009,544,72,24,233,142,-0.10554132348174053,0.1323529411764706,0.02414486921529175,0.6094420600858369,233,89,13.0,170.0,0.38197424892703863,16.0,7.0,3.0,0.42857142857142855,10.625,-40.928739720735024,401,15,14.0,38,-0.10206668259534919,0.03740648379052369,0.3684210526315789
2006,MIN,1018,-156.9460154341546,397,20.0,11.0,31.0,45,24,-0.1541709385404269,0.3899803536345776,0.030451866404715127,0.5333333333333333,962,-127.43084274558085,627,58,32,216,140,-0.1324644934985248,0.09250398724082935,0.033264033264033266,0.6481481481481481,233,80,19.0,207.0,0.34334763948497854,16.0,9.0,3.0,0.3333333333333333,12.9375,-84.35221270247465,466,20,28.0,65,-0.18101333197955932,0.04291845493562232,0.4307692307692308
2006,NE,1229,67.8733263921184,538,16.0,16.0,32.0,75,44,0.05522646573809471,0.4377542717656631,0.026037428803905614,0.5866666666666667,1147,-112.3869578960474,688,128,38,251,159,-0.09798339834005877,0.18604651162790697,0.03312990409764603,0.6334661354581673,266,118,21.0,230.0,0.44360902255639095,19.0,9.0,6.0,0.6666666666666666,12.105263157894736,60.91381902082189,667,25,30.0,88,0.09132506599823371,0.037481259370314844,0.3409090909090909
2006,NO,1184,77.28437918033208,529,14.0,13.0,27.0,61,35,0.0652739689023075,0.4467905405405405,0.022804054054054054,0.5737704918032787,1035,-22.0184818468551,567,107,17,226,148,-0.021273895504207826,0.18871252204585537,0.01642512077294686,0.6548672566371682,256,117,20.0,219.0,0.45703125,18.0,8.0,5.0,0.625,12.166666666666666,109.82770798933993,660,19,24.0,61,0.16640561816566657,0.02878787878787879,0.39344262295081966
2006,NYG,1048,-17.43502670781281,474,19.0,8.0,27.0,53,29,-0.016636475866233597,0.45229007633587787,0.025763358778625955,0.5471698113207547,1110,-27.489983938347738,631,77,29,236,134,-0.024765751295808772,0.12202852614896989,0.026126126126126126,0.5677966101694916,214,83,26.0,324.0,0.3878504672897196,17.0,7.0,3.0,0.42857142857142855,19.058823529411764,-23.489285300453037,573,23,26.0,55,-0.04099351710375748,0.04013961605584642,0.4727272727272727
2006,NYJ,1057,-45.609937637436616,441,17.0,9.0,26.0,51,23,-0.043150366733620264,0.41721854304635764,0.02459791863765374,0.45098039215686275,1084,-11.427513859084208,603,65,26,223,135,-0.010541986954874731,0.1077943615257048,0.023985239852398525,0.6053811659192825,237,103,18.0,210.0,0.4345991561181435,17.0,9.0,6.0,0.6666666666666666,12.352941176470589,16.389551200583618,551,23,32.0,63,0.029745101997429434,0.041742286751361164,0.5079365079365079
2006,PHI,1091,62.63196056392699,463,9.0,12.0,21.0,51,28,0.057407846529722265,0.42438130155820347,0.01924839596700275,0.5490196078431373,1172,-78.61949775422596,624,82,30,248,150,-0.06708148272544877,0.13141025641025642,0.025597269624573378,0.6048387096774194,232,101,14.0,149.0,0.4353448275862069,18.0,9.0,4.0,0.4444444444444444,8.277777777777779,25.216786754625545,335,10,21.0,39,0.07527399031231506,0.029850746268656716,0.5384615384615384
2006,PIT,1018,-13.996683029084672,429,23.0,11.0,34.0,58,30,-0.0137491974745429,0.4214145383104126,0.03339882121807466,0.5172413793103449,959,-72.6047767764163,562,60,29,216,129,-0.07570883918291585,0.10676156583629894,0.03023983315954119,0.5972222222222222,215,97,13.0,149.0,0.4511627906976744,16.0,6.0,3.0,0.5,9.3125,-3.813779660569547,511,27,46.0,65,-0.007463365284871912,0.05283757338551859,0.7076923076923077
2006,SEA,1172,-99.79082505970109,463,25.0,13.0,38.0,52,29,-0.08514575517039343,0.39505119453924914,0.032423208191126277,0.5576923076923077,1109,-41.71403229204753,619,80,26,252,160,-0.037614095844948174,0.12924071082390953,0.023444544634806132,0.6349206349206349,254,97,21.0,221.0,0.38188976377952755,18.0,10.0,5.0,0.5,12.277777777777779,-18.30367681199712,475,21,37.0,66,-0.03853405644630973,0.04421052631578947,0.5606060606060606
2006,SF,903,-79.56651953824392,357,15.0,14.0,29.0,47,21,-0.08811353215752372,0.3953488372093023,0.03211517165005537,0.44680851063829785,1005,44.550670688163,552,64,26,213,116,0.044329025560361196,0.11594202898550725,0.025870646766169153,0.5446009389671361,207,73,16.0,189.0,0.3526570048309179,16.0,8.0,5.0,0.625,11.8125,-44.867975347517294,476,20,37.0,78,-0.09426045241075062,0.04201680672268908,0.47435897435897434
